Index,Site,Plot,Treatment,Individual,Trecruit,Tdeath,Species,Family,Life Form,alive
6729,CBO,4,open,F11,72,84,Myrtaceae cf.,Myrtaceae cf.,indeterminate,0
6730,CBO,4,open,F12,78,84,Indeterminate sp.,Indeterminate,indeterminate,0
6733,CBO,4,close,D1,0,84,Fabaceae sp.,Fabaceae,tree,0
6734,CBO,4,close,D2,0,84,Euterpe edulis,Arecaceae,palm,0
6735,CBO,4,close,D3,0,48,Geonoma schottiana,Arecaceae,palm,1
6736,CBO,4,close,D4,0,72,Myrcia splendens,Myrtaceae,tree,1
6737,CBO,4,close,D5,0,6,Poaceae sp. 3,Poaceae,herb,1
6738,CBO,4,close,D6,0,84,Ossaea sp.,Melastomataceae (=H13; H14; H15; H17; H23; H25;H29; H31; H32 da parc. 9 fech),herb,0
6739,CBO,4,close,D7,0,84,Maytenus robusta,Celastraceae,tree,0
6740,CBO,4,close,D9,6,84,Maytenus robusta,Celastraceae,tree,0
6741,CBO,4,close,D10,18,78,Serjania communis,Sapindaceae,liana,1
6742,CBO,4,close,D11,0,78,Myrtaceae sp.,Myrtaceae,tree,1
6743,CBO,4,close,D12,30,84,Indeterminate sp.,Indeterminate,indeterminate,0
6744,CBO,4,close,D13,30,84,Myrtaceae sp.,Myrtaceae,tree,0
6745,CBO,4,close,D14,30,72,Geonoma gamiova,Arecaceae,palm,1
6746,CBO,4,close,D15,36,84,Rubiaceae sp.,Rubiaceae,indeterminate,0
6747,CBO,4,close,D16,36,72,Ocotea cf. dispersa,Lauraceae,tree,1
6748,CBO,4,close,D17,42,72,Ocotea cf. dispersa,Lauraceae,tree,1
6749,CBO,4,close,D18,48,78,Ocotea cf. dispersa,Lauraceae,tree,1
6750,CBO,4,close,D19,72,78,Miconia sp.,Melastomataceae,indeterminate,1
6751,CBO,4,close,D20,72,84,Myrsine cf.,Primulaceae,indeterminate,0
6752,CBO,4,close,D21,72,84,Plinia sp.,Myrtaceae,tree,0
6753,CBO,4,close,D22,72,78,Myrtaceae sp.,Myrtaceae,tree,1
6754,CBO,4,close,D23,72,84,Myrtaceae cf.,Myrtaceae cf.,indeterminate,0
6755,CBO,4,close,D24,72,84,Myrtaceae cf.,Myrtaceae cf.,indeterminate,0
6757,CBO,4,close,E1,0,84,Chusquea sp. 1,Poaceae,bamboo,0
6758,CBO,4,close,E2,0,72,Chusquea sp. 1,Poaceae,bamboo,1
6759,CBO,4,close,E3,0,72,Myrtaceae sp.,Myrtaceae,tree,1
6760,CBO,4,close,E4,0,6,Lauraceae sp.,Lauraceae,tree,1
6761,CBO,4,close,E5,0,18,Ocotea cf. dispersa,Lauraceae,tree,1
6762,CBO,4,close,E6,0,42,Myrtaceae sp.,Myrtaceae,tree,1
6763,CBO,4,close,E7,30,42,Geonoma gamiova,Arecaceae,palm,1
6764,CBO,4,close,E8,30,18,Geonoma gamiova,Arecaceae,palm,1
6766,CBO,4,close,E10,48,84,Geonoma schottiana,Arecaceae,palm,0
6767,CBO,4,close,E11,72,84,Ocotea cf.,Lauraceae,tree,0
6768,CBO,4,close,E12,84,84,Araceae sp.,Araceae,herb,0
6769,CBO,4,close,F1,0,84,Maytenus robusta,Celastraceae,tree,0
6770,CBO,4,close,F2,0,78,Ocotea sp.,Lauraceae,tree,1
6771,CBO,4,close,F3,0,42,Myrtaceae sp.,Myrtaceae,tree,1
6772,CBO,4,close,F4,0,12,Indeterminate sp.,Indeterminate,indeterminate,1
6773,CBO,4,close,F5,0,84,Abuta selloana,Menispermaceae,liana,0
6774,CBO,4,close,F6,0,42,Indeterminate sp.,Indeterminate,liana,1
6775,CBO,4,close,F7,0,42,Geonoma schottiana,Arecaceae,palm,1
6776,CBO,4,close,F8,0,84,Ilex dumosa,Aquifoliaceae,tree,0
6777,CBO,4,close,F9,36,42,Ocotea cf. dispersa,Lauraceae,tree,1
6778,CBO,4,close,F15,18,72,Euterpe edulis,Arecaceae,palm,1
6779,CBO,4,close,F16,48,72,Indeterminate sp.,Indeterminate,indeterminate,1
6780,CBO,4,close,F17,72,84,Geonoma sp.,Arecaceae,palm,0
6781,CBO,4,close,F18,72,84,Geonoma sp.,Arecaceae,palm,0
6782,CBO,4,close,F19,72,84,Paullinia/Serjania sp.,Sapindaceae,liana,0
6783,CBO,4,close,F20,72,78,Myrtaceae cf.,Myrtaceae cf.,indeterminate,1
6784,CBO,4,close,F21,78,84,Euterpe edulis,Arecaceae,palm,0
6785,CBO,4,close,F22,84,84,Miconia sp.,Melastomataceae,indeterminate,0
6786,CBO,4,close,F23,84,84,Rubiaceae cf.,Rubiaceae cf.,indeterminate,0
6787,CBO,4,close,F24,84,84,Myrtaceae cf.,Myrtaceae cf.,indeterminate,0
6789,CBO,5,open,D1,0,72,Euterpe edulis,Arecaceae,palm,1
6790,CBO,5,open,D2,0,84,Goeppertia monophylla,Marantaceae,herb,0
6791,CBO,5,open,D3,0,18,Geonoma gamiova,Arecaceae,palm,1
6792,CBO,5,open,D4,12,24,Ocotea catharinensis,Lauraceae,tree,1
6793,CBO,5,open,D5,18,72,Ocotea cf. dispersa,Lauraceae,tree,1
6794,CBO,5,open,D6,78,84,Ardisia cf.,Primulaceae,shrub,0
6795,CBO,5,open,D7,84,84,Miconia sp.,Melastomataceae,indeterminate,0
6796,CBO,5,open,E1,0,24,Ocotea catharinensis,Lauraceae,tree,1
6797,CBO,5,open,E2,0,84,Ardisia guianensis,Primulaceae,shrub,0
6798,CBO,5,open,E3,0,84,Cupania oblongifolia,Sapindaceae,tree,0
6799,CBO,5,open,E4,0,84,Abuta selloana,Menispermaceae,liana,0
6800,CBO,5,open,E5,0,84,Piper sp.,Piperaceae,herb,0
6801,CBO,5,open,E6,0,24,Piper sp.,Piperaceae,herb,1
6803,CBO,5,open,E11,84,84,Indeterminate sp.,Indeterminate,indeterminate,0
6805,CBO,5,open,E13,84,84,Cryptocarya sp.,Lauraceae,tree,0
6806,CBO,5,open,F1,0,30,Euterpe edulis,Arecaceae,palm,1
6807,CBO,5,open,F2,0,84,Indeterminate sp.,Indeterminate,liana,0
6808,CBO,5,open,F3,0,84,Chrysophyllum inornatum,Sapotaceae,tree,0
6809,CBO,5,open,F4,0,24,Cordia sellowiana,Boraginaceae,tree,1
6810,CBO,5,open,F5,0,84,Ardisia guianensis,Primulaceae,shrub,0
6811,CBO,5,open,F6,0,18,Eugenia cf. handroana,Myrtaceae,tree,1
6812,CBO,5,open,F7,0,36,Ocotea catharinensis,Lauraceae,tree,1
6813,CBO,5,open,F8,72,84,Ardisia cf.,Primulaceae,shrub,0
6819,CBO,5,open,F14,78,84,Myrtaceae sp.,Myrtaceae,tree,0
6820,CBO,5,close,D1,0,84,Rudgea jasminoides,Rubiaceae,shrub,0
6821,CBO,5,close,D2,0,84,Goeppertia monophylla,Marantaceae,herb,0
6822,CBO,5,close,D3,0,84,Goeppertia monophylla,Marantaceae,herb,0
6823,CBO,5,close,D4,0,84,Psychotria sp.,Rubiaceae,indeterminate,0
6824,CBO,5,close,D5,0,72,Ocotea catharinensis,Lauraceae,tree,1
6825,CBO,5,close,D6,48,84,Casearia sp.,Salicaceae,tree,0
6826,CBO,5,close,D7,72,84,Mollinedia sp.,Monimiaceae,tree,0
6827,CBO,5,close,D8,72,84,Indeterminate sp.,Indeterminate,indeterminate,0
6828,CBO,5,close,D9,72,78,Ocotea cf.,Lauraceae,tree,1
6832,CBO,5,close,E1,0,84,Indeterminate sp.,Indeterminate,indeterminate,0
6833,CBO,5,close,E2,0,84,Ardisia guianensis,Primulaceae,shrub,0
6834,CBO,5,close,E3,0,84,Inga sellowiana,Fabaceae,tree,0
6836,CBO,5,close,E5,0,84,Ardisia guianensis,Primulaceae,shrub,0
6837,CBO,5,close,E6,0,36,Schnella microstachya,Fabaceae,liana,1
6838,CBO,5,close,E7,0,84,Goeppertia monophylla,Marantaceae,herb,0
6839,CBO,5,close,E8,18,24,Indeterminate sp.,Indeterminate,indeterminate,1
6842,CBO,5,close,E11,72,84,Euterpe edulis,Arecaceae,palm,0
6843,CBO,5,close,E12,72,84,Myrtaceae sp.,Myrtaceae,tree,0
6844,CBO,5,close,E13,72,78,Indeterminate sp.,Indeterminate,indeterminate,1
6846,CBO,5,close,E15,78,84,Licania cf. hoehnei,Chrysobalanaceae,tree,0
6847,CBO,5,close,E16,78,84,Indeterminate sp.,Indeterminate,indeterminate,0
6848,CBO,5,close,F1,0,84,Goeppertia monophylla,Marantaceae,herb,0
6849,CBO,5,close,F2,0,48,Cryptocarya mandioccana,Lauraceae,tree,1
6850,CBO,5,close,F3,6,24,Cinnamodendron dinisii,Canellaceae,tree,1
6852,CBO,5,close,F5,30,48,Cryptocarya mandioccana,Lauraceae,tree,1
6854,CBO,5,close,F7,72,84,Maytenus cf.,Celastraceae,tree,0
6855,CBO,5,close,F8,72,84,Mollinedia sp.,Monimiaceae,tree,0
6856,CBO,5,close,F9,72,84,Pteridophyta sp.,Pteridophyta,herb,0
6857,CBO,5,close,F10,84,84,Rubiaceae cf.,Rubiaceae cf.,indeterminate,0
6860,CBO,6,open,D1,0,48,Miconia cf. pusilliflora,Melastomataceae,shrub,1
6861,CBO,6,open,D2,0,84,Miconia cf. pusilliflora,Melastomataceae,shrub,0
6862,CBO,6,open,D3,0,24,Miconia cf. pusilliflora,Melastomataceae,shrub,1
6863,CBO,6,open,D4,0,24,Miconia cf. pusilliflora,Melastomataceae,shrub,1
6864,CBO,6,open,D5,0,72,Miconia cf. pusilliflora,Melastomataceae,shrub,1
6865,CBO,6,open,D6,0,24,Miconia cf. pusilliflora,Melastomataceae,shrub,1
6866,CBO,6,open,D7,0,72,Miconia cf. pusilliflora,Melastomataceae,shrub,1
6867,CBO,6,open,D8,0,84,Miconia cf. pusilliflora,Melastomataceae,shrub,0
6868,CBO,6,open,D9,0,72,Melastomataceae sp.,Melastomataceae,indeterminate,1
6869,CBO,6,open,D10,0,18,Melastomataceae sp.,Melastomataceae,indeterminate,1
6870,CBO,6,open,D11,0,72,Chusquea sp. 1,Poaceae,bamboo,1
6871,CBO,6,open,D12,0,84,Chusquea sp. 1,Poaceae,bamboo,0
6872,CBO,6,open,D13,0,84,Ocotea sp.,Lauraceae,tree,0
6875,CBO,6,open,D16,0,72,Melastomataceae sp.,Melastomataceae,indeterminate,1
6876,CBO,6,open,D17,0,84,Heteropterys nitida,Malpighiaceae,liana,0
6877,CBO,6,open,D18,0,84,Indeterminate sp.,Indeterminate,indeterminate,0
6878,CBO,6,open,D19,0,78,Commelinaceae sp.,Commelinaceae,herb,1
6879,CBO,6,open,D20,0,84,Hirtella hebeclada,Chrysobalanaceae,tree,0
6880,CBO,6,open,D21,0,72,Ctenanthe lanceolata,Marantaceae,herb,1
6881,CBO,6,open,D22,6,84,Inga sellowiana,Fabaceae,tree,0
6882,CBO,6,open,D23,36,84,Myrtaceae sp.,Myrtaceae,tree,0
6883,CBO,6,open,D24,72,78,Melastomataceae sp.,Melastomataceae,indeterminate,1
6884,CBO,6,open,D25,72,84,Indeterminate sp.,Indeterminate,indeterminate,0
6885,CBO,6,open,D26,72,84,Myrtaceae cf.,Myrtaceae cf.,indeterminate,0
6886,CBO,6,open,D27,78,84,Melastomataceae sp.,Melastomataceae,indeterminate,0
6887,CBO,6,open,D28,84,84,Ctenanthe lanceolata,Marantaceae,herb,0
6890,CBO,6,open,E1,0,78,Melastomataceae sp.,Melastomataceae,indeterminate,1
6891,CBO,6,open,E2,0,78,Rudgea jasminoides,Rubiaceae,shrub,1
6892,CBO,6,open,E3,0,84,Ctenanthe lanceolata,Marantaceae,herb,0
6893,CBO,6,open,E4,0,78,Rudgea jasminoides,Rubiaceae,shrub,1
6894,CBO,6,open,E5,0,84,Eugenia subavenia,Myrtaceae,tree,0
6895,CBO,6,open,E6,0,84,Chusquea sp. 1,Poaceae,bamboo,0
6896,CBO,6,open,E7,0,84,Euterpe edulis,Arecaceae,palm,0
6897,CBO,6,open,E8,0,84,Chusquea sp. 1,Poaceae,bamboo,0
6898,CBO,6,open,E9,0,78,Myrsine sp.,Primulaceae,tree,1
6899,CBO,6,open,E10,0,78,Mollinedia schottiana,Monimiaceae,tree,1
6900,CBO,6,open,E11,0,84,Lauraceae sp.,Lauraceae,tree,0
6901,CBO,6,open,E12,0,84,Rudgea jasminoides,Rubiaceae,shrub,0
6902,CBO,6,open,E13,12,84,Myrtaceae sp.,Myrtaceae,tree,0
6903,CBO,6,open,E14,24,78,Euterpe edulis,Arecaceae,palm,1
6904,CBO,6,open,E15,42,78,Indeterminate sp.,Indeterminate,indeterminate,1
6905,CBO,6,open,E16,78,84,Ctenanthe lanceolata,Marantaceae,herb,0
6906,CBO,6,open,E17,78,84,Ctenanthe lanceolata,Marantaceae,herb,0
6907,CBO,6,open,E18,78,84,Rudgea sp.,Rubiaceae,shrub,0
6908,CBO,6,open,E19,78,84,Chusquea sp.,Poaceae,bamboo,0
6909,CBO,6,open,E20,78,84,Melastomataceae sp.,Melastomataceae,indeterminate,0
6910,CBO,6,open,E21,84,84,Fabaceae sp.,Fabaceae,indeterminate,0
6911,CBO,6,open,E22,84,84,Rubiaceae sp.,Rubiaceae,indeterminate,0
6912,CBO,6,open,E23,84,84,Ctenanthe lanceolata,Marantaceae,herb,0
6914,CBO,6,open,F1,0,84,Bromeliaceae sp.,Bromeliaceae,herb,0
6915,CBO,6,open,F2,0,84,Chusquea sp. 1,Poaceae,bamboo,0
6916,CBO,6,open,F3,0,84,Philodendron sp.,Araceae,herb,0
6917,CBO,6,open,F4,0,12,Melastomataceae sp.,Melastomataceae,indeterminate,1
6918,CBO,6,open,F5,0,84,Bromeliaceae sp.,Bromeliaceae,herb,0
6919,CBO,6,open,F6,0,84,Psychotria suterella,Rubiaceae,shrub,0
6920,CBO,6,open,F7,0,78,Chusquea sp. 1,Poaceae,bamboo,1
6921,CBO,6,open,F8,0,24,Chusquea sp. 1,Poaceae,bamboo,1
6922,CBO,6,open,F9,0,72,Chusquea sp. 1,Poaceae,bamboo,1
6923,CBO,6,open,F10,0,84,Philodendron sp.,Araceae,herb,0
6924,CBO,6,open,F11,0,84,Ocotea aciphylla,Lauraceae,tree,0
6925,CBO,6,open,F12,0,78,Chusquea sp. 1,Poaceae,bamboo,1
6926,CBO,6,open,F13,0,78,Lauraceae sp.,Lauraceae,tree,1
6927,CBO,6,open,F14,0,84,Euterpe edulis,Arecaceae,palm,0
6928,CBO,6,open,F15,0,84,Melastomataceae sp.,Melastomataceae,indeterminate,0
6929,CBO,6,open,F16,0,78,Inga sessilis,Fabaceae,tree,1
6930,CBO,6,open,F17,0,84,Bromeliaceae sp.,Bromeliaceae,herb,0
6931,CBO,6,open,F18,0,78,Myrtaceae sp.,Myrtaceae,tree,1
6932,CBO,6,open,F19,0,30,Melastomataceae sp.,Melastomataceae,indeterminate,1
6933,CBO,6,open,F20,0,84,Geonoma schottiana,Arecaceae,palm,0
6934,CBO,6,open,F21,0,84,Chionanthus filiformis,Oleaceae,tree,0
6936,CBO,6,open,F23,12,18,Ocotea odorifera,Lauraceae,tree,1
6937,CBO,6,open,F24,78,84,Melastomataceae sp.,Melastomataceae,indeterminate,0
6938,CBO,6,open,F25,78,84,Indeterminate sp.,Indeterminate,indeterminate,0
6939,CBO,6,open,F26,78,84,Chusquea sp.,Poaceae,bamboo,0
6940,CBO,6,open,F27,78,84,Chusquea sp.,Poaceae,bamboo,0
6941,CBO,6,open,F28,78,84,Anthurium sp.,Araceae,herb,0
6942,CBO,6,open,F29,78,84,Chusquea sp.,Poaceae,bamboo,0
6943,CBO,6,open,F30,78,84,Indeterminate sp.,Indeterminate,indeterminate,0
6944,CBO,6,open,F31,84,84,Pteridophyta sp.,Pteridophyta,herb,0
6945,CBO,6,open,F17',84,84,Bromeliaceae sp.,Bromeliaceae,herb,0
6953,CBO,6,close,D1,0,84,Chusquea sp. 1,Poaceae,bamboo,0
6954,CBO,6,close,D2,0,84,Ctenanthe lanceolata,Marantaceae,herb,0
6956,CBO,6,close,D4,0,48,Miconia sp. 2,Melastomataceae,indeterminate,1
6957,CBO,6,close,D5,0,84,Euterpe edulis,Arecaceae,palm,0
6958,CBO,6,close,D7,0,84,Ocotea sp.,Lauraceae,tree,0
6959,CBO,6,close,D8,0,84,Miconia sp. 2,Melastomataceae,indeterminate,0
6960,CBO,6,close,D9,0,84,Fabaceae sp.,Fabaceae,indeterminate,0
6961,CBO,6,close,D10,18,84,Ctenanthe lanceolata,Marantaceae,herb,0
6962,CBO,6,close,D11,30,84,Euterpe edulis,Arecaceae,palm,0
6963,CBO,6,close,D12,36,84,Geonoma schottiana,Arecaceae,palm,0
6964,CBO,6,close,D13,36,84,Chusquea sp. 1,Poaceae,bamboo,0
6965,CBO,6,close,D14,72,84,Ctenanthe lanceolata,Marantaceae,herb,0
6966,CBO,6,close,D15,72,84,Ocotea cf.,Lauraceae,tree,0
6967,CBO,6,close,D16,84,84,Ctenanthe lanceolata,Marantaceae,herb,0
6969,CBO,6,close,E1,0,84,Ctenanthe lanceolata,Marantaceae,herb,0
6970,CBO,6,close,E2,0,84,Euterpe edulis,Arecaceae,palm,0
6971,CBO,6,close,E3,0,84,Ctenanthe lanceolata,Marantaceae,herb,0
6972,CBO,6,close,E4,0,84,Ctenanthe lanceolata,Marantaceae,herb,0
6973,CBO,6,close,E5,0,84,Pilocarpus sp.,Rutaceae,tree,0
6974,CBO,6,close,E6,0,84,Ocotea aciphylla,Lauraceae,tree,0
6975,CBO,6,close,E7,0,84,Ctenanthe lanceolata,Marantaceae,herb,0
6976,CBO,6,close,E8,12,84,Ctenanthe lanceolata,Marantaceae,herb,0
6977,CBO,6,close,E9,30,84,Euterpe edulis,Arecaceae,palm,0
6978,CBO,6,close,E11,42,84,Chusquea sp. 1,Poaceae,bamboo,0
6979,CBO,6,close,E12,42,72,Ocotea cf. dispersa,Lauraceae,tree,1
6980,CBO,6,close,E13,72,84,Indeterminate sp.,Indeterminate,indeterminate,0
6982,CBO,6,close,E15,78,84,Indeterminate sp.,Indeterminate,indeterminate,0
6983,CBO,6,close,E16,78,84,Commelinaceae sp.,Commelinaceae,herb,0
6984,CBO,6,close,E17,78,84,Rubiaceae cf.,Rubiaceae cf.,indeterminate,0
6985,CBO,6,close,F1,0,84,Ctenanthe lanceolata,Marantaceae,herb,0
6986,CBO,6,close,F2,0,84,Chusquea sp. 1,Poaceae,bamboo,0
6987,CBO,6,close,F3,0,78,Miconia sp. 2,Melastomataceae,indeterminate,1
6988,CBO,6,close,F4,0,84,Miconia cubatanensis,Melastomataceae,tree,0
6989,CBO,6,close,F5,0,84,Chrysophyllum inornatum,Sapotaceae,tree,0
6990,CBO,6,close,F6,0,84,Miconia sp. 2,Melastomataceae,indeterminate,0
6991,CBO,6,close,F7,0,84,Ctenanthe lanceolata,Marantaceae,herb,0
6992,CBO,6,close,F8,0,42,Ctenanthe lanceolata,Marantaceae,herb,1
6993,CBO,6,close,F9,0,84,Euterpe edulis,Arecaceae,palm,0
6994,CBO,6,close,F10,12,24,Miconia sp. 2,Melastomataceae,indeterminate,1
6995,CBO,6,close,F11,24,78,Geonoma schottiana,Arecaceae,palm,1
6996,CBO,6,close,F12,36,78,Chusquea sp. 1,Poaceae,bamboo,1
6997,CBO,6,close,F13,72,84,Ctenanthe lanceolata,Marantaceae,herb,0
6998,CBO,6,close,F14,72,84,Ctenanthe lanceolata,Marantaceae,herb,0
6999,CBO,6,close,F15,72,84,Bromeliaceae sp.,Bromeliaceae,herb,0
7000,CBO,6,close,F16,78,84,Ocotea sp.,Lauraceae,tree,0
7001,CBO,6,close,F17,84,84,Ctenanthe lanceolata,Marantaceae,herb,0
7003,CBO,9,open,D1,0,84,Goeppertia monophylla,Marantaceae,herb,0
7004,CBO,9,open,D2,0,84,Goeppertia monophylla,Marantaceae,herb,0
7005,CBO,9,open,D3,0,84,Inga sessilis,Fabaceae,tree,0
7006,CBO,9,open,D4,0,84,Goeppertia monophylla,Marantaceae,herb,0
7007,CBO,9,open,D5,0,24,Goeppertia monophylla,Marantaceae,herb,1
7008,CBO,9,open,D6,0,24,Posoqueria acutifolia,Rubiaceae,tree,1
7009,CBO,9,open,D7,0,42,Inga sessilis,Fabaceae,tree,1
7010,CBO,9,open,D8,6,12,Ardisia guianensis,Primulaceae,shrub,1
7011,CBO,9,open,D9,12,84,Goeppertia monophylla,Marantaceae,herb,0
7012,CBO,9,open,D10,30,84,Ocotea cf. dispersa,Lauraceae,tree,0
7013,CBO,9,open,D11,48,78,Euterpe edulis,Arecaceae,palm,1
7014,CBO,9,open,D12,72,84,Schnella sp.,Fabaceae,liana,0
7015,CBO,9,open,D13,78,84,Indeterminate sp.,Indeterminate,indeterminate,0
7016,CBO,9,open,D14,78,84,Euterpe edulis,Arecaceae,palm,0
7017,CBO,9,open,D15,84,84,Ocotea cf.,Lauraceae,tree,0
7018,CBO,9,open,E1,0,84,Goeppertia monophylla,Marantaceae,herb,0
7019,CBO,9,open,E2,0,24,Euterpe edulis,Arecaceae,palm,1
7020,CBO,9,open,E3,0,84,Goeppertia monophylla,Marantaceae,herb,0
7021,CBO,9,open,E4,0,30,Myrceugenia cf. myrcioides,Myrtaceae,tree,1
7022,CBO,9,open,E5,0,72,Heteropterys nitida,Malpighiaceae,liana,1
7023,CBO,9,open,E6,30,84,Pteridophyta sp.,Pteridophyta,herb,0
7024,CBO,9,open,E7,72,84,Indeterminate sp.,Indeterminate,indeterminate,0
7025,CBO,9,open,E8,78,84,Euterpe edulis,Arecaceae,palm,0
7026,CBO,9,open,F1,0,84,Euterpe edulis,Arecaceae,palm,0
7027,CBO,9,open,F2,0,24,Bromeliaceae sp.,Bromeliaceae,herb,1
7028,CBO,9,open,F3,0,84,Mollinedia schottiana,Monimiaceae,tree,0
7029,CBO,9,open,F4,0,84,Maytenus robusta,Celastraceae,tree,0
7030,CBO,9,open,F5,0,84,Sloanea hirsuta,Elaeocarpaceae,tree,0
7031,CBO,9,open,F6,0,84,Ocotea teleiandra,Lauraceae,tree,0
7032,CBO,9,open,F7,12,30,Primulaceae sp.,Primulaceae,indeterminate,1
7033,CBO,9,open,F8,48,84,Attalea dubia,Arecaceae,palm,0
7034,CBO,9,open,F9,48,78,Serjania communis,Sapindaceae,liana,1
7035,CBO,9,open,F10,78,84,Ocotea teleiandra,Lauraceae,tree,0
7036,CBO,9,open,F11,84,84,Indeterminate sp.,Indeterminate,indeterminate,0
7039,CBO,9,close,D1,0,72,Goeppertia monophylla,Marantaceae,herb,1
7040,CBO,9,close,D2,0,78,Ocotea cf. dispersa,Lauraceae,tree,1
7041,CBO,9,close,D3,0,84,Ocotea cf. dispersa,Lauraceae,tree,0
7042,CBO,9,close,D4,0,48,Ocotea cf. dispersa,Lauraceae,tree,1
7043,CBO,9,close,D5,0,48,Ocotea cf. dispersa,Lauraceae,tree,1
7044,CBO,9,close,D6,0,84,Ocotea cf. dispersa,Lauraceae,tree,0
7045,CBO,9,close,D7,0,12,Indeterminate sp.,Indeterminate,indeterminate,1
7046,CBO,9,close,D8,0,84,Rudgea jasminoides,Rubiaceae,shrub,0
7047,CBO,9,close,D9,0,48,Rudgea jasminoides,Rubiaceae,shrub,1
7048,CBO,9,close,D10,0,84,Ocotea cf. dispersa,Lauraceae,tree,0
7049,CBO,9,close,D11,0,72,Inga sessilis,Fabaceae,tree,1
7050,CBO,9,close,D12,0,84,Ocotea cf. dispersa,Lauraceae,tree,0
7051,CBO,9,close,D13,6,18,Goeppertia monophylla,Marantaceae,herb,1
7052,CBO,9,close,D14,0,18,Ocotea cf. dispersa,Lauraceae,tree,1
7053,CBO,9,close,D15,12,84,Ocotea cf. dispersa,Lauraceae,tree,0
7054,CBO,9,close,D16,18,78,Ixora sp.,Rubiaceae,tree,1
7056,CBO,9,close,D18,30,84,Euterpe edulis,Arecaceae,palm,0
7057,CBO,9,close,D19,30,72,Copaifera trapezifolia,Fabaceae,tree,1
7058,CBO,9,close,D20,30,48,Copaifera trapezifolia,Fabaceae,tree,1
7059,CBO,9,close,D21,30,36,Copaifera trapezifolia,Fabaceae,tree,1
7060,CBO,9,close,D23,30,42,Indeterminate sp.,Indeterminate,indeterminate,1
7061,CBO,9,close,D24,36,84,Maytenus robusta,Celastraceae,tree,0
7062,CBO,9,close,D25,48,78,Indeterminate sp.,Indeterminate,indeterminate,1
7063,CBO,9,close,D26,72,84,Rubiaceae cf.,Rubiaceae cf.,indeterminate,0
7064,CBO,9,close,D27,72,84,Casearia sp.,Salicaceae,tree,0
7065,CBO,9,close,D28,72,84,Casearia sp.,Salicaceae,tree,0
7066,CBO,9,close,D29,72,84,Maytenus robusta,Celastraceae,tree,0
7067,CBO,9,close,D30,72,84,Casearia sp.,Salicaceae,tree,0
7068,CBO,9,close,D31,84,84,Rubiaceae sp.,Rubiaceae,indeterminate,0
7071,CBO,9,close,E1,0,84,Goeppertia monophylla,Marantaceae,herb,0
7072,CBO,9,close,E2,0,72,Rudgea jasminoides,Rubiaceae,shrub,1
7073,CBO,9,close,E3,0,42,Ocotea cf. dispersa,Lauraceae,tree,1
7074,CBO,9,close,E4,24,30,Indeterminate sp.,Indeterminate,indeterminate,1
7075,CBO,9,close,E5,24,84,Copaifera trapezifolia,Fabaceae,tree,0
7076,CBO,9,close,E6,30,48,Fabaceae sp.,Fabaceae,indeterminate,1
7077,CBO,9,close,E7,30,84,Ctenanthe lanceolata,Marantaceae,herb,0
7078,CBO,9,close,E8,30,78,Copaifera trapezifolia,Fabaceae,tree,1
7079,CBO,9,close,E9,72,84,Rubiaceae sp.,Rubiaceae,indeterminate,0
7080,CBO,9,close,E10,72,84,Indeterminate sp.,Indeterminate,indeterminate,0
7081,CBO,9,close,E11,72,84,Indeterminate sp.,Indeterminate,indeterminate,0
7082,CBO,9,close,E12,72,84,Indeterminate sp.,Indeterminate,indeterminate,0
7083,CBO,9,close,E13,78,84,Indeterminate sp.,Indeterminate,indeterminate,0
7086,CBO,9,close,F1,0,84,Goeppertia monophylla,Marantaceae,herb,0
7087,CBO,9,close,F2,0,84,Goeppertia monophylla,Marantaceae,herb,0
7088,CBO,9,close,F3,0,84,Goeppertia monophylla,Marantaceae,herb,0
7089,CBO,9,close,F4,0,84,Ctenanthe lanceolata,Marantaceae,herb,0
7090,CBO,9,close,F5,0,6,Indeterminate sp.,Indeterminate,indeterminate,1
7091,CBO,9,close,F6,0,84,Goeppertia monophylla,Marantaceae,herb,0
7092,CBO,9,close,F7,0,30,Bromeliaceae sp.,Bromeliaceae,herb,1
7093,CBO,9,close,F8,0,84,Schnella sp.,Fabaceae,liana,0
7094,CBO,9,close,F9,0,12,Copaifera trapezifolia,Fabaceae,tree,1
7095,CBO,9,close,F10,0,84,Myrtaceae sp.,Myrtaceae,tree,0
7096,CBO,9,close,F11,0,18,Ocotea cf. dispersa,Lauraceae,tree,1
7097,CBO,9,close,F12,0,84,Fabaceae sp.,Fabaceae,indeterminate,0
7098,CBO,9,close,F13,0,78,Ocotea catharinensis,Lauraceae,tree,1
7099,CBO,9,close,F14,48,84,Geonoma gamiova,Arecaceae,palm,0
7100,CBO,9,close,F15,78,84,Casearia sp.,Salicaceae,tree,0
7103,CBO,11,open,D1,0,84,Rudgea jasminoides,Rubiaceae,shrub,0
7104,CBO,11,open,D2,0,84,Rudgea jasminoides,Rubiaceae,shrub,0
7105,CBO,11,open,D3,0,84,Rudgea jasminoides,Rubiaceae,shrub,0
7106,CBO,11,open,D4,0,24,Pouteria bullata,Sapotaceae,tree,1
7107,CBO,11,open,D5,0,84,Rudgea jasminoides,Rubiaceae,shrub,0
7108,CBO,11,open,D6,0,84,Miconia sp. 1,Melastomataceae,indeterminate,0
7109,CBO,11,open,D7,0,84,Miconia sp. 1,Melastomataceae,indeterminate,0
