Site,Treatment,Plot,PlotID,Species,species_new,Abundances,Month,Time
VGM,open,9,VGM_open_9_T72,Euterpe edulis,Euterpe edulis,3,T72,NA
VGM,open,9,VGM_open_9_T72,Guatteria australis,Guatteria australis,1,T72,NA
VGM,open,9,VGM_open_9_T72,Polybotrya cylindrica,Polybotrya cylindrica,1,T72,NA
VGM,open,9,VGM_open_9_T78,Ctenanthe lanceolata,Ctenanthe lanceolata,5,T78,NA
VGM,open,9,VGM_open_9_T78,Cupania oblongifolia,Cupania oblongifolia,2,T78,NA
VGM,open,9,VGM_open_9_T78,Euterpe edulis,Euterpe edulis,3,T78,NA
VGM,open,9,VGM_open_9_T78,Guatteria australis,Guatteria australis,1,T78,NA
VGM,open,9,VGM_open_9_T78,Polybotrya cylindrica,Polybotrya cylindrica,1,T78,NA
VGM,open,9,VGM_open_9_T84,Ctenanthe lanceolata,Ctenanthe lanceolata,5,T84,NA
VGM,open,9,VGM_open_9_T84,Cupania oblongifolia,Cupania oblongifolia,2,T84,NA
VGM,open,9,VGM_open_9_T84,Euterpe edulis,Euterpe edulis,3,T84,NA
VGM,open,9,VGM_open_9_T84,Guatteria australis,Guatteria australis,1,T84,NA
VGM,open,9,VGM_open_9_T84,Polybotrya cylindrica,Polybotrya cylindrica,1,T84,NA
VGM,open,9,VGM_open_9_T90,Ctenanthe lanceolata,Ctenanthe lanceolata,5,T90,NA
VGM,open,9,VGM_open_9_T90,Cupania oblongifolia,Cupania oblongifolia,2,T90,NA
VGM,open,9,VGM_open_9_T90,Euterpe edulis,Euterpe edulis,3,T90,NA
VGM,open,9,VGM_open_9_T90,Guatteria australis,Guatteria australis,1,T90,NA
VGM,open,9,VGM_open_9_T90,Polybotrya cylindrica,Polybotrya cylindrica,1,T90,NA
VGM,open,9,VGM_open_9_T96,Ctenanthe lanceolata,Ctenanthe lanceolata,5,T96,NA
VGM,open,9,VGM_open_9_T96,Cupania oblongifolia,Cupania oblongifolia,2,T96,NA
VGM,open,9,VGM_open_9_T96,Euterpe edulis,Euterpe edulis,5,T96,NA
VGM,open,9,VGM_open_9_T96,Guatteria australis,Guatteria australis,1,T96,NA
VGM,open,9,VGM_open_9_T96,Polybotrya cylindrica,Polybotrya cylindrica,1,T96,NA
VGM,open,10,VGM_open_10_T0,Campyloneurum acrocarpon,Campyloneurum acrocarpon,1,T0,NA
VGM,open,10,VGM_open_10_T0,Ctenanthe lanceolata,Ctenanthe lanceolata,3,T0,NA
VGM,open,10,VGM_open_10_T0,Euterpe edulis,Euterpe edulis,2,T0,NA
VGM,open,10,VGM_open_10_T0,Guapira opposita,Guapira opposita,3,T0,NA
VGM,open,10,VGM_open_10_T0,Polybotrya cylindrica,Polybotrya cylindrica,1,T0,NA
VGM,open,10,VGM_open_10_T0,Prunus myrtifolia,Prunus myrtifolia,1,T0,NA
VGM,open,10,VGM_open_10_T12,Campyloneurum acrocarpon,Campyloneurum acrocarpon,2,T12,NA
VGM,open,10,VGM_open_10_T12,Ctenanthe lanceolata,Ctenanthe lanceolata,3,T12,NA
VGM,open,10,VGM_open_10_T12,Euterpe edulis,Euterpe edulis,1,T12,NA
VGM,open,10,VGM_open_10_T12,Guapira opposita,Guapira opposita,5,T12,NA
VGM,open,10,VGM_open_10_T12,Polybotrya cylindrica,Polybotrya cylindrica,1,T12,NA
VGM,open,10,VGM_open_10_T12,Prunus myrtifolia,Prunus myrtifolia,1,T12,NA
VGM,open,10,VGM_open_10_T18,Campyloneurum acrocarpon,Campyloneurum acrocarpon,2,T18,NA
VGM,open,10,VGM_open_10_T18,Ctenanthe lanceolata,Ctenanthe lanceolata,4,T18,NA
VGM,open,10,VGM_open_10_T18,Euterpe edulis,Euterpe edulis,3,T18,NA
VGM,open,10,VGM_open_10_T18,Guapira opposita,Guapira opposita,5,T18,NA
VGM,open,10,VGM_open_10_T18,Polybotrya cylindrica,Polybotrya cylindrica,1,T18,NA
VGM,open,10,VGM_open_10_T18,Prunus myrtifolia,Prunus myrtifolia,1,T18,NA
VGM,open,10,VGM_open_10_T24,Campyloneurum acrocarpon,Campyloneurum acrocarpon,3,T24,NA
VGM,open,10,VGM_open_10_T24,Ctenanthe lanceolata,Ctenanthe lanceolata,4,T24,NA
VGM,open,10,VGM_open_10_T24,Euterpe edulis,Euterpe edulis,2,T24,NA
VGM,open,10,VGM_open_10_T24,Guapira opposita,Guapira opposita,5,T24,NA
VGM,open,10,VGM_open_10_T24,Polybotrya cylindrica,Polybotrya cylindrica,1,T24,NA
VGM,open,10,VGM_open_10_T24,Prunus myrtifolia,Prunus myrtifolia,1,T24,NA
VGM,open,10,VGM_open_10_T30,Campyloneurum acrocarpon,Campyloneurum acrocarpon,2,T30,NA
VGM,open,10,VGM_open_10_T30,Ctenanthe lanceolata,Ctenanthe lanceolata,4,T30,NA
VGM,open,10,VGM_open_10_T30,Euterpe edulis,Euterpe edulis,3,T30,NA
VGM,open,10,VGM_open_10_T30,Guapira opposita,Guapira opposita,4,T30,NA
VGM,open,10,VGM_open_10_T30,Polybotrya cylindrica,Polybotrya cylindrica,1,T30,NA
VGM,open,10,VGM_open_10_T30,Prunus myrtifolia,Prunus myrtifolia,1,T30,NA
VGM,open,10,VGM_open_10_T36,Campyloneurum acrocarpon,Campyloneurum acrocarpon,2,T36,NA
VGM,open,10,VGM_open_10_T36,Ctenanthe lanceolata,Ctenanthe lanceolata,7,T36,NA
VGM,open,10,VGM_open_10_T36,Euterpe edulis,Euterpe edulis,2,T36,NA
VGM,open,10,VGM_open_10_T36,Guapira opposita,Guapira opposita,5,T36,NA
VGM,open,10,VGM_open_10_T36,Polybotrya cylindrica,Polybotrya cylindrica,2,T36,NA
VGM,open,10,VGM_open_10_T36,Prunus myrtifolia,Prunus myrtifolia,1,T36,NA
VGM,open,10,VGM_open_10_T42,Campyloneurum acrocarpon,Campyloneurum acrocarpon,2,T42,NA
VGM,open,10,VGM_open_10_T42,Ctenanthe lanceolata,Ctenanthe lanceolata,7,T42,NA
VGM,open,10,VGM_open_10_T42,Euterpe edulis,Euterpe edulis,3,T42,NA
VGM,open,10,VGM_open_10_T42,Guapira opposita,Guapira opposita,3,T42,NA
VGM,open,10,VGM_open_10_T42,Polybotrya cylindrica,Polybotrya cylindrica,2,T42,NA
VGM,open,10,VGM_open_10_T42,Prunus myrtifolia,Prunus myrtifolia,1,T42,NA
VGM,open,10,VGM_open_10_T48,Campyloneurum acrocarpon,Campyloneurum acrocarpon,2,T48,NA
VGM,open,10,VGM_open_10_T48,Ctenanthe lanceolata,Ctenanthe lanceolata,8,T48,NA
VGM,open,10,VGM_open_10_T48,Euterpe edulis,Euterpe edulis,1,T48,NA
VGM,open,10,VGM_open_10_T48,Guapira opposita,Guapira opposita,2,T48,NA
VGM,open,10,VGM_open_10_T48,Polybotrya cylindrica,Polybotrya cylindrica,2,T48,NA
VGM,open,10,VGM_open_10_T48,Prunus myrtifolia,Prunus myrtifolia,1,T48,NA
VGM,open,10,VGM_open_10_T54,Campyloneurum acrocarpon,Campyloneurum acrocarpon,2,T54,NA
VGM,open,10,VGM_open_10_T54,Ctenanthe lanceolata,Ctenanthe lanceolata,8,T54,NA
VGM,open,10,VGM_open_10_T54,Euterpe edulis,Euterpe edulis,1,T54,NA
VGM,open,10,VGM_open_10_T54,Guapira opposita,Guapira opposita,2,T54,NA
VGM,open,10,VGM_open_10_T54,Polybotrya cylindrica,Polybotrya cylindrica,2,T54,NA
VGM,open,10,VGM_open_10_T54,Prunus myrtifolia,Prunus myrtifolia,1,T54,NA
VGM,open,10,VGM_open_10_T6,Campyloneurum acrocarpon,Campyloneurum acrocarpon,1,T6,NA
VGM,open,10,VGM_open_10_T6,Ctenanthe lanceolata,Ctenanthe lanceolata,3,T6,NA
VGM,open,10,VGM_open_10_T6,Euterpe edulis,Euterpe edulis,1,T6,NA
VGM,open,10,VGM_open_10_T6,Guapira opposita,Guapira opposita,3,T6,NA
VGM,open,10,VGM_open_10_T6,Polybotrya cylindrica,Polybotrya cylindrica,1,T6,NA
VGM,open,10,VGM_open_10_T6,Prunus myrtifolia,Prunus myrtifolia,1,T6,NA
VGM,open,10,VGM_open_10_T60,Campyloneurum acrocarpon,Campyloneurum acrocarpon,3,T60,NA
VGM,open,10,VGM_open_10_T60,Ctenanthe lanceolata,Ctenanthe lanceolata,8,T60,NA
VGM,open,10,VGM_open_10_T60,Euterpe edulis,Euterpe edulis,1,T60,NA
VGM,open,10,VGM_open_10_T60,Guapira opposita,Guapira opposita,2,T60,NA
VGM,open,10,VGM_open_10_T60,Polybotrya cylindrica,Polybotrya cylindrica,2,T60,NA
VGM,open,10,VGM_open_10_T60,Prunus myrtifolia,Prunus myrtifolia,1,T60,NA
VGM,open,10,VGM_open_10_T66,Campyloneurum acrocarpon,Campyloneurum acrocarpon,3,T66,NA
VGM,open,10,VGM_open_10_T66,Ctenanthe lanceolata,Ctenanthe lanceolata,7,T66,NA
VGM,open,10,VGM_open_10_T66,Euterpe edulis,Euterpe edulis,1,T66,NA
VGM,open,10,VGM_open_10_T66,Guapira opposita,Guapira opposita,2,T66,NA
VGM,open,10,VGM_open_10_T66,Polybotrya cylindrica,Polybotrya cylindrica,2,T66,NA
VGM,open,10,VGM_open_10_T66,Prunus myrtifolia,Prunus myrtifolia,1,T66,NA
VGM,open,10,VGM_open_10_T72,Campyloneurum acrocarpon,Campyloneurum acrocarpon,3,T72,NA
VGM,open,10,VGM_open_10_T72,Ctenanthe lanceolata,Ctenanthe lanceolata,7,T72,NA
VGM,open,10,VGM_open_10_T72,Euterpe edulis,Euterpe edulis,1,T72,NA
VGM,open,10,VGM_open_10_T72,Guapira opposita,Guapira opposita,4,T72,NA
VGM,open,10,VGM_open_10_T72,Polybotrya cylindrica,Polybotrya cylindrica,3,T72,NA
VGM,open,10,VGM_open_10_T72,Prunus myrtifolia,Prunus myrtifolia,1,T72,NA
VGM,open,10,VGM_open_10_T78,Campyloneurum acrocarpon,Campyloneurum acrocarpon,3,T78,NA
VGM,open,10,VGM_open_10_T78,Ctenanthe lanceolata,Ctenanthe lanceolata,7,T78,NA
VGM,open,10,VGM_open_10_T78,Euterpe edulis,Euterpe edulis,0,T78,NA
VGM,open,10,VGM_open_10_T78,Guapira opposita,Guapira opposita,2,T78,NA
VGM,open,10,VGM_open_10_T78,Polybotrya cylindrica,Polybotrya cylindrica,3,T78,NA
VGM,open,10,VGM_open_10_T78,Prunus myrtifolia,Prunus myrtifolia,1,T78,NA
VGM,open,10,VGM_open_10_T84,Campyloneurum acrocarpon,Campyloneurum acrocarpon,3,T84,NA
VGM,open,10,VGM_open_10_T84,Ctenanthe lanceolata,Ctenanthe lanceolata,7,T84,NA
VGM,open,10,VGM_open_10_T84,Euterpe edulis,Euterpe edulis,1,T84,NA
VGM,open,10,VGM_open_10_T84,Guapira opposita,Guapira opposita,2,T84,NA
VGM,open,10,VGM_open_10_T84,Polybotrya cylindrica,Polybotrya cylindrica,3,T84,NA
VGM,open,10,VGM_open_10_T84,Prunus myrtifolia,Prunus myrtifolia,1,T84,NA
VGM,open,10,VGM_open_10_T90,Campyloneurum acrocarpon,Campyloneurum acrocarpon,3,T90,NA
VGM,open,10,VGM_open_10_T90,Ctenanthe lanceolata,Ctenanthe lanceolata,7,T90,NA
VGM,open,10,VGM_open_10_T90,Euterpe edulis,Euterpe edulis,0,T90,NA
VGM,open,10,VGM_open_10_T90,Guapira opposita,Guapira opposita,2,T90,NA
VGM,open,10,VGM_open_10_T90,Polybotrya cylindrica,Polybotrya cylindrica,2,T90,NA
VGM,open,10,VGM_open_10_T90,Prunus myrtifolia,Prunus myrtifolia,1,T90,NA
VGM,open,10,VGM_open_10_T96,Campyloneurum acrocarpon,Campyloneurum acrocarpon,3,T96,NA
VGM,open,10,VGM_open_10_T96,Ctenanthe lanceolata,Ctenanthe lanceolata,7,T96,NA
VGM,open,10,VGM_open_10_T96,Euterpe edulis,Euterpe edulis,0,T96,NA
VGM,open,10,VGM_open_10_T96,Guapira opposita,Guapira opposita,2,T96,NA
VGM,open,10,VGM_open_10_T96,Polybotrya cylindrica,Polybotrya cylindrica,2,T96,NA
VGM,open,10,VGM_open_10_T96,Prunus myrtifolia,Prunus myrtifolia,1,T96,NA
VGM,open,11,VGM_open_11_T0,Chrysophyllum flexuosum,Chrysophyllum flexuosum,1,T0,NA
VGM,open,11,VGM_open_11_T0,Ctenanthe lanceolata,Ctenanthe lanceolata,8,T0,NA
VGM,open,11,VGM_open_11_T0,Cupania oblongifolia,Cupania oblongifolia,0,T0,NA
VGM,open,11,VGM_open_11_T0,Euterpe edulis,Euterpe edulis,79,T0,NA
VGM,open,11,VGM_open_11_T0,Guapira opposita,Guapira opposita,1,T0,NA
VGM,open,11,VGM_open_11_T0,Guatteria australis,Guatteria australis,2,T0,NA
VGM,open,11,VGM_open_11_T0,Mollinedia schottiana,Mollinedia schottiana,1,T0,NA
VGM,open,11,VGM_open_11_T0,Prunus myrtifolia,Prunus myrtifolia,1,T0,NA
VGM,open,11,VGM_open_11_T0,Serpocaulon polystichum,Serpocaulon polystichum,0,T0,NA
VGM,open,11,VGM_open_11_T12,Chrysophyllum flexuosum,Chrysophyllum flexuosum,1,T12,NA
VGM,open,11,VGM_open_11_T12,Ctenanthe lanceolata,Ctenanthe lanceolata,12,T12,NA
VGM,open,11,VGM_open_11_T12,Cupania oblongifolia,Cupania oblongifolia,2,T12,NA
VGM,open,11,VGM_open_11_T12,Euterpe edulis,Euterpe edulis,72,T12,NA
VGM,open,11,VGM_open_11_T12,Guapira opposita,Guapira opposita,2,T12,NA
VGM,open,11,VGM_open_11_T12,Guatteria australis,Guatteria australis,2,T12,NA
VGM,open,11,VGM_open_11_T12,Mollinedia schottiana,Mollinedia schottiana,2,T12,NA
VGM,open,11,VGM_open_11_T12,Prunus myrtifolia,Prunus myrtifolia,1,T12,NA
VGM,open,11,VGM_open_11_T12,Serpocaulon polystichum,Serpocaulon polystichum,0,T12,NA
VGM,open,11,VGM_open_11_T18,Chrysophyllum flexuosum,Chrysophyllum flexuosum,1,T18,NA
VGM,open,11,VGM_open_11_T18,Ctenanthe lanceolata,Ctenanthe lanceolata,11,T18,NA
VGM,open,11,VGM_open_11_T18,Cupania oblongifolia,Cupania oblongifolia,2,T18,NA
VGM,open,11,VGM_open_11_T18,Euterpe edulis,Euterpe edulis,31,T18,NA
VGM,open,11,VGM_open_11_T18,Guapira opposita,Guapira opposita,1,T18,NA
VGM,open,11,VGM_open_11_T18,Guatteria australis,Guatteria australis,3,T18,NA
VGM,open,11,VGM_open_11_T18,Mollinedia schottiana,Mollinedia schottiana,2,T18,NA
VGM,open,11,VGM_open_11_T18,Prunus myrtifolia,Prunus myrtifolia,1,T18,NA
VGM,open,11,VGM_open_11_T18,Serpocaulon polystichum,Serpocaulon polystichum,0,T18,NA
VGM,open,11,VGM_open_11_T24,Chrysophyllum flexuosum,Chrysophyllum flexuosum,1,T24,NA
VGM,open,11,VGM_open_11_T24,Ctenanthe lanceolata,Ctenanthe lanceolata,12,T24,NA
VGM,open,11,VGM_open_11_T24,Cupania oblongifolia,Cupania oblongifolia,2,T24,NA
VGM,open,11,VGM_open_11_T24,Euterpe edulis,Euterpe edulis,17,T24,NA
VGM,open,11,VGM_open_11_T24,Guapira opposita,Guapira opposita,2,T24,NA
VGM,open,11,VGM_open_11_T24,Guatteria australis,Guatteria australis,3,T24,NA
VGM,open,11,VGM_open_11_T24,Mollinedia schottiana,Mollinedia schottiana,2,T24,NA
VGM,open,11,VGM_open_11_T24,Prunus myrtifolia,Prunus myrtifolia,1,T24,NA
VGM,open,11,VGM_open_11_T24,Serpocaulon polystichum,Serpocaulon polystichum,0,T24,NA
VGM,open,11,VGM_open_11_T30,Chrysophyllum flexuosum,Chrysophyllum flexuosum,1,T30,NA
VGM,open,11,VGM_open_11_T30,Ctenanthe lanceolata,Ctenanthe lanceolata,16,T30,NA
VGM,open,11,VGM_open_11_T30,Cupania oblongifolia,Cupania oblongifolia,2,T30,NA
VGM,open,11,VGM_open_11_T30,Euterpe edulis,Euterpe edulis,13,T30,NA
VGM,open,11,VGM_open_11_T30,Guapira opposita,Guapira opposita,2,T30,NA
VGM,open,11,VGM_open_11_T30,Guatteria australis,Guatteria australis,3,T30,NA
VGM,open,11,VGM_open_11_T30,Mollinedia schottiana,Mollinedia schottiana,2,T30,NA
VGM,open,11,VGM_open_11_T30,Prunus myrtifolia,Prunus myrtifolia,1,T30,NA
VGM,open,11,VGM_open_11_T30,Serpocaulon polystichum,Serpocaulon polystichum,0,T30,NA
VGM,open,11,VGM_open_11_T36,Chrysophyllum flexuosum,Chrysophyllum flexuosum,1,T36,NA
VGM,open,11,VGM_open_11_T36,Ctenanthe lanceolata,Ctenanthe lanceolata,16,T36,NA
VGM,open,11,VGM_open_11_T36,Cupania oblongifolia,Cupania oblongifolia,2,T36,NA
VGM,open,11,VGM_open_11_T36,Euterpe edulis,Euterpe edulis,7,T36,NA
VGM,open,11,VGM_open_11_T36,Guapira opposita,Guapira opposita,1,T36,NA
VGM,open,11,VGM_open_11_T36,Guatteria australis,Guatteria australis,3,T36,NA
VGM,open,11,VGM_open_11_T36,Mollinedia schottiana,Mollinedia schottiana,2,T36,NA
VGM,open,11,VGM_open_11_T36,Prunus myrtifolia,Prunus myrtifolia,1,T36,NA
VGM,open,11,VGM_open_11_T36,Serpocaulon polystichum,Serpocaulon polystichum,0,T36,NA
VGM,open,11,VGM_open_11_T42,Chrysophyllum flexuosum,Chrysophyllum flexuosum,1,T42,NA
VGM,open,11,VGM_open_11_T42,Ctenanthe lanceolata,Ctenanthe lanceolata,16,T42,NA
VGM,open,11,VGM_open_11_T42,Cupania oblongifolia,Cupania oblongifolia,2,T42,NA
VGM,open,11,VGM_open_11_T42,Euterpe edulis,Euterpe edulis,4,T42,NA
VGM,open,11,VGM_open_11_T42,Guapira opposita,Guapira opposita,1,T42,NA
VGM,open,11,VGM_open_11_T42,Guatteria australis,Guatteria australis,3,T42,NA
VGM,open,11,VGM_open_11_T42,Mollinedia schottiana,Mollinedia schottiana,2,T42,NA
VGM,open,11,VGM_open_11_T42,Prunus myrtifolia,Prunus myrtifolia,1,T42,NA
VGM,open,11,VGM_open_11_T42,Serpocaulon polystichum,Serpocaulon polystichum,0,T42,NA
VGM,open,11,VGM_open_11_T48,Chrysophyllum flexuosum,Chrysophyllum flexuosum,1,T48,NA
VGM,open,11,VGM_open_11_T48,Ctenanthe lanceolata,Ctenanthe lanceolata,16,T48,NA
VGM,open,11,VGM_open_11_T48,Cupania oblongifolia,Cupania oblongifolia,2,T48,NA
VGM,open,11,VGM_open_11_T48,Euterpe edulis,Euterpe edulis,2,T48,NA
VGM,open,11,VGM_open_11_T48,Guapira opposita,Guapira opposita,1,T48,NA
VGM,open,11,VGM_open_11_T48,Guatteria australis,Guatteria australis,3,T48,NA
VGM,open,11,VGM_open_11_T48,Mollinedia schottiana,Mollinedia schottiana,1,T48,NA
VGM,open,11,VGM_open_11_T48,Prunus myrtifolia,Prunus myrtifolia,1,T48,NA
VGM,open,11,VGM_open_11_T48,Serpocaulon polystichum,Serpocaulon polystichum,0,T48,NA
VGM,open,11,VGM_open_11_T54,Chrysophyllum flexuosum,Chrysophyllum flexuosum,1,T54,NA
VGM,open,11,VGM_open_11_T54,Ctenanthe lanceolata,Ctenanthe lanceolata,15,T54,NA
VGM,open,11,VGM_open_11_T54,Cupania oblongifolia,Cupania oblongifolia,0,T54,NA
VGM,open,11,VGM_open_11_T54,Euterpe edulis,Euterpe edulis,1,T54,NA
VGM,open,11,VGM_open_11_T54,Guapira opposita,Guapira opposita,1,T54,NA
VGM,open,11,VGM_open_11_T54,Guatteria australis,Guatteria australis,3,T54,NA
VGM,open,11,VGM_open_11_T54,Mollinedia schottiana,Mollinedia schottiana,1,T54,NA
VGM,open,11,VGM_open_11_T54,Prunus myrtifolia,Prunus myrtifolia,1,T54,NA
VGM,open,11,VGM_open_11_T54,Serpocaulon polystichum,Serpocaulon polystichum,0,T54,NA
VGM,open,11,VGM_open_11_T6,Chrysophyllum flexuosum,Chrysophyllum flexuosum,1,T6,NA
VGM,open,11,VGM_open_11_T6,Ctenanthe lanceolata,Ctenanthe lanceolata,9,T6,NA
VGM,open,11,VGM_open_11_T6,Cupania oblongifolia,Cupania oblongifolia,1,T6,NA
VGM,open,11,VGM_open_11_T6,Euterpe edulis,Euterpe edulis,76,T6,NA
VGM,open,11,VGM_open_11_T6,Guapira opposita,Guapira opposita,1,T6,NA
VGM,open,11,VGM_open_11_T6,Guatteria australis,Guatteria australis,2,T6,NA
VGM,open,11,VGM_open_11_T6,Mollinedia schottiana,Mollinedia schottiana,1,T6,NA
VGM,open,11,VGM_open_11_T6,Prunus myrtifolia,Prunus myrtifolia,1,T6,NA
VGM,open,11,VGM_open_11_T6,Serpocaulon polystichum,Serpocaulon polystichum,0,T6,NA
VGM,open,11,VGM_open_11_T60,Chrysophyllum flexuosum,Chrysophyllum flexuosum,1,T60,NA
VGM,open,11,VGM_open_11_T60,Ctenanthe lanceolata,Ctenanthe lanceolata,16,T60,NA
VGM,open,11,VGM_open_11_T60,Cupania oblongifolia,Cupania oblongifolia,0,T60,NA
VGM,open,11,VGM_open_11_T60,Euterpe edulis,Euterpe edulis,1,T60,NA
VGM,open,11,VGM_open_11_T60,Guapira opposita,Guapira opposita,1,T60,NA
VGM,open,11,VGM_open_11_T60,Guatteria australis,Guatteria australis,4,T60,NA
VGM,open,11,VGM_open_11_T60,Mollinedia schottiana,Mollinedia schottiana,1,T60,NA
VGM,open,11,VGM_open_11_T60,Prunus myrtifolia,Prunus myrtifolia,1,T60,NA
VGM,open,11,VGM_open_11_T60,Serpocaulon polystichum,Serpocaulon polystichum,1,T60,NA
VGM,open,11,VGM_open_11_T66,Chrysophyllum flexuosum,Chrysophyllum flexuosum,1,T66,NA
VGM,open,11,VGM_open_11_T66,Ctenanthe lanceolata,Ctenanthe lanceolata,16,T66,NA
VGM,open,11,VGM_open_11_T66,Cupania oblongifolia,Cupania oblongifolia,0,T66,NA
VGM,open,11,VGM_open_11_T66,Euterpe edulis,Euterpe edulis,0,T66,NA
VGM,open,11,VGM_open_11_T66,Guapira opposita,Guapira opposita,1,T66,NA
VGM,open,11,VGM_open_11_T66,Guatteria australis,Guatteria australis,4,T66,NA
VGM,open,11,VGM_open_11_T66,Mollinedia schottiana,Mollinedia schottiana,1,T66,NA
VGM,open,11,VGM_open_11_T66,Prunus myrtifolia,Prunus myrtifolia,1,T66,NA
VGM,open,11,VGM_open_11_T66,Serpocaulon polystichum,Serpocaulon polystichum,1,T66,NA
VGM,open,11,VGM_open_11_T72,Chrysophyllum flexuosum,Chrysophyllum flexuosum,1,T72,NA
VGM,open,11,VGM_open_11_T72,Ctenanthe lanceolata,Ctenanthe lanceolata,16,T72,NA
VGM,open,11,VGM_open_11_T72,Cupania oblongifolia,Cupania oblongifolia,0,T72,NA
VGM,open,11,VGM_open_11_T72,Euterpe edulis,Euterpe edulis,0,T72,NA
VGM,open,11,VGM_open_11_T72,Guapira opposita,Guapira opposita,1,T72,NA
VGM,open,11,VGM_open_11_T72,Guatteria australis,Guatteria australis,3,T72,NA
VGM,open,11,VGM_open_11_T72,Mollinedia schottiana,Mollinedia schottiana,1,T72,NA
VGM,open,11,VGM_open_11_T72,Prunus myrtifolia,Prunus myrtifolia,1,T72,NA
VGM,open,11,VGM_open_11_T72,Serpocaulon polystichum,Serpocaulon polystichum,1,T72,NA
VGM,open,11,VGM_open_11_T78,Chrysophyllum flexuosum,Chrysophyllum flexuosum,1,T78,NA
VGM,open,11,VGM_open_11_T78,Ctenanthe lanceolata,Ctenanthe lanceolata,16,T78,NA
VGM,open,11,VGM_open_11_T78,Cupania oblongifolia,Cupania oblongifolia,0,T78,NA
VGM,open,11,VGM_open_11_T78,Euterpe edulis,Euterpe edulis,1,T78,NA
VGM,open,11,VGM_open_11_T78,Guapira opposita,Guapira opposita,0,T78,NA
VGM,open,11,VGM_open_11_T78,Guatteria australis,Guatteria australis,2,T78,NA
VGM,open,11,VGM_open_11_T78,Mollinedia schottiana,Mollinedia schottiana,1,T78,NA
VGM,open,11,VGM_open_11_T78,Prunus myrtifolia,Prunus myrtifolia,1,T78,NA
VGM,open,11,VGM_open_11_T78,Serpocaulon polystichum,Serpocaulon polystichum,1,T78,NA
VGM,open,11,VGM_open_11_T84,Chrysophyllum flexuosum,Chrysophyllum flexuosum,1,T84,NA
VGM,open,11,VGM_open_11_T84,Ctenanthe lanceolata,Ctenanthe lanceolata,16,T84,NA
VGM,open,11,VGM_open_11_T84,Cupania oblongifolia,Cupania oblongifolia,0,T84,NA
VGM,open,11,VGM_open_11_T84,Euterpe edulis,Euterpe edulis,1,T84,NA
VGM,open,11,VGM_open_11_T84,Guapira opposita,Guapira opposita,0,T84,NA
VGM,open,11,VGM_open_11_T84,Guatteria australis,Guatteria australis,2,T84,NA
VGM,open,11,VGM_open_11_T84,Mollinedia schottiana,Mollinedia schottiana,1,T84,NA
VGM,open,11,VGM_open_11_T84,Prunus myrtifolia,Prunus myrtifolia,1,T84,NA
VGM,open,11,VGM_open_11_T84,Serpocaulon polystichum,Serpocaulon polystichum,1,T84,NA
VGM,open,11,VGM_open_11_T90,Chrysophyllum flexuosum,Chrysophyllum flexuosum,1,T90,NA
VGM,open,11,VGM_open_11_T90,Ctenanthe lanceolata,Ctenanthe lanceolata,13,T90,NA
VGM,open,11,VGM_open_11_T90,Cupania oblongifolia,Cupania oblongifolia,0,T90,NA
VGM,open,11,VGM_open_11_T90,Euterpe edulis,Euterpe edulis,1,T90,NA
VGM,open,11,VGM_open_11_T90,Guapira opposita,Guapira opposita,0,T90,NA
VGM,open,11,VGM_open_11_T90,Guatteria australis,Guatteria australis,1,T90,NA
VGM,open,11,VGM_open_11_T90,Mollinedia schottiana,Mollinedia schottiana,1,T90,NA
VGM,open,11,VGM_open_11_T90,Prunus myrtifolia,Prunus myrtifolia,1,T90,NA
VGM,open,11,VGM_open_11_T90,Serpocaulon polystichum,Serpocaulon polystichum,1,T90,NA
VGM,open,11,VGM_open_11_T96,Chrysophyllum flexuosum,Chrysophyllum flexuosum,1,T96,NA
VGM,open,11,VGM_open_11_T96,Ctenanthe lanceolata,Ctenanthe lanceolata,14,T96,NA
VGM,open,11,VGM_open_11_T96,Cupania oblongifolia,Cupania oblongifolia,0,T96,NA
VGM,open,11,VGM_open_11_T96,Euterpe edulis,Euterpe edulis,1,T96,NA
VGM,open,11,VGM_open_11_T96,Guapira opposita,Guapira opposita,0,T96,NA
VGM,open,11,VGM_open_11_T96,Guatteria australis,Guatteria australis,1,T96,NA
VGM,open,11,VGM_open_11_T96,Mollinedia schottiana,Mollinedia schottiana,1,T96,NA
VGM,open,11,VGM_open_11_T96,Prunus myrtifolia,Prunus myrtifolia,1,T96,NA
VGM,open,11,VGM_open_11_T96,Serpocaulon polystichum,Serpocaulon polystichum,1,T96,NA
VGM,open,12,VGM_open_12_T0,Alchornea glandulosa,Alchornea glandulosa,1,T0,NA
VGM,open,12,VGM_open_12_T0,Ctenanthe lanceolata,Ctenanthe lanceolata,1,T0,NA
VGM,open,12,VGM_open_12_T0,Cupania oblongifolia,Cupania oblongifolia,0,T0,NA
VGM,open,12,VGM_open_12_T0,Euterpe edulis,Euterpe edulis,2,T0,NA
VGM,open,12,VGM_open_12_T0,Guapira opposita,Guapira opposita,1,T0,NA
VGM,open,12,VGM_open_12_T0,Inga marginata,Inga marginata,0,T0,NA
VGM,open,12,VGM_open_12_T0,Inga sessilis,Inga sessilis,3,T0,NA
VGM,open,12,VGM_open_12_T0,Polybotrya cylindrica,Polybotrya cylindrica,1,T0,NA
