Index,Site,Plot,Treatment,Individual,p0,p06,p12,p18,p24,p30,p36,p42,p48,p54,p60,p66,p72,p78,p84,p90,p96,Trecruit,Tdeath,Species,Family,Life_Form
5355,VGM,9,close,D6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Neomarica sp.,Iridaceae,herb
5356,VGM,9,close,D7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Neomarica sp.,Iridaceae,herb
5357,VGM,9,close,D8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Neomarica sp.,Iridaceae,herb
5358,VGM,9,close,D9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Guapira opposita,Nyctaginaceae,tree
5359,VGM,9,close,D10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Peltastes peltatus,Apocynaceae,liana
5360,VGM,9,close,D11,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,NA,NA,T0,T48,Piper sp. 1,Piperaceae,herb
5361,VGM,9,close,D12,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,T0,T42,Ctenanthe lanceolata,Marantaceae,herb
5362,VGM,9,close,D13,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,NA,NA,T0,T72,Piper sp. 1,Piperaceae,herb
5363,VGM,9,close,D14,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,NA,NA,T0,T48,Ocotea sp. 1,Lauraceae,tree
5364,VGM,9,close,D15,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,NA,NA,T0,T60,Ocotea sp. 1,Lauraceae,tree
5365,VGM,9,close,D16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Neomarica sp.,Iridaceae,herb
5366,VGM,9,close,D17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Acacia sp.,Fabaceae,tree
5367,VGM,9,close,D18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Rudgea cf.,Rubiaceae,indeterminate
5368,VGM,9,close,D19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Rudgea cf.,Rubiaceae,indeterminate
5369,VGM,9,close,D20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Neomarica sp.,Iridaceae,herb
5370,VGM,9,close,D21,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,NA,NA,T0,T48,Piper sp. 1,Piperaceae,herb
5371,VGM,9,close,D22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Neomarica sp.,Iridaceae,herb
5372,VGM,9,close,D23,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,NA,NA,T0,T60,Guapira opposita,Nyctaginaceae,tree
5373,VGM,9,close,D24,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T18,Piper sp. 1,Piperaceae,herb
5374,VGM,9,close,D25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Neomarica sp.,Iridaceae,herb
5375,VGM,9,close,D26,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T30,Piper sp. 1,Piperaceae,herb
5376,VGM,9,close,D27,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T24,Lygodium volubile,Lygodiaceae,herb
5377,VGM,9,close,D28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Merostachys sp.,Poaceae,bamboo
5378,VGM,9,close,D29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Euterpe edulis,Arecaceae,palm
5379,VGM,9,close,D30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Rudgea cf.,Rubiaceae,indeterminate
5380,VGM,9,close,D31,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,NA,T0,T66,Piper sp. 1,Piperaceae,herb
5381,VGM,9,close,D32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Ctenanthe lanceolata,Marantaceae,herb
5382,VGM,9,close,D33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Neomarica sp.,Iridaceae,herb
5383,VGM,9,close,D34,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,NA,NA,T0,T48,Piper sp. 1,Piperaceae,herb
5384,VGM,9,close,D35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Rudgea cf.,Rubiaceae,indeterminate
5385,VGM,9,close,D36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Neomarica sp.,Iridaceae,herb
5386,VGM,9,close,D37,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T24,Piper sp. 1,Piperaceae,herb
5387,VGM,9,close,D38,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T12,Merostachys sp.,Poaceae,bamboo
5388,VGM,9,close,D39,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T18,Piper sp. 1,Piperaceae,herb
5389,VGM,9,close,D40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Neomarica sp.,Iridaceae,herb
5390,VGM,9,close,D41,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,NA,NA,T0,T72,Neomarica sp.,Iridaceae,herb
5391,VGM,9,close,D42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Rudgea cf.,Rubiaceae,indeterminate
5392,VGM,9,close,D43,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,NA,NA,T0,T48,Piper sp. 1,Piperaceae,herb
5393,VGM,9,close,D44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Piper sp. 1,Piperaceae,herb
5394,VGM,9,close,D45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Neomarica sp.,Iridaceae,herb
5395,VGM,9,close,D46,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,NA,NA,T0,T78,Neomarica sp.,Iridaceae,herb
5396,VGM,9,close,D47,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T18,Lygodium volubile,Lygodiaceae,herb
5397,VGM,9,close,D48,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,T0,T42,Euterpe edulis,Arecaceae,palm
5398,VGM,9,close,D49,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T24,Euterpe edulis,Arecaceae,palm
5399,VGM,9,close,D50,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T24,Piper sp. 1,Piperaceae,herb
5400,VGM,9,close,D51,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,NA,NA,T6,T54,Ocotea sp. 1,Lauraceae,tree
5401,VGM,9,close,D52,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,NA,NA,T6,T48,Piper sp. 1,Piperaceae,herb
5402,VGM,9,close,D53,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,T6,T30,Euterpe edulis,Arecaceae,palm
5403,VGM,9,close,D54,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,T6,T36,Piper sp. 1,Piperaceae,herb
5404,VGM,9,close,D55,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T12,T24,Poaceae sp.,Poaceae,herb
5405,VGM,9,close,D56,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T12,alive,Guatteria australis,Annonaceae,tree
5406,VGM,9,close,D57,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,NA,NA,T30,alive,Neomarica sp.,Iridaceae,herb
5407,VGM,9,close,D58,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,NA,NA,T30,alive,Piper sp. 1,Piperaceae,herb
5408,VGM,9,close,D59,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,NA,NA,T30,T66,Neomarica sp.,Iridaceae,herb
5409,VGM,9,close,D60,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,NA,NA,T42,alive,Neomarica sp.,Iridaceae,herb
5410,VGM,9,close,D61,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,NA,NA,T42,T66,Ctenanthe lanceolata,Marantaceae,herb
5411,VGM,9,close,D62,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,NA,NA,T42,alive,Allophylus cf.,Sapindaceae,liana
5412,VGM,9,close,D63,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,NA,NA,T42,alive,Neomarica sp.,Iridaceae,herb
5413,VGM,9,close,D64,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,NA,NA,T42,alive,Neomarica sp.,Iridaceae,herb
5414,VGM,9,close,D65,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,NA,NA,T48,T66,Piper sp.,Piperaceae,herb
5415,VGM,9,close,D66,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,NA,NA,T48,alive,Myrtaceae sp.,Myrtaceae,tree
5416,VGM,9,close,D67,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,NA,NA,T48,alive,Pterocarpus sp.,Fabaceae,tree
5417,VGM,9,close,D68,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,NA,NA,T60,alive,Euterpe edulis,Arecaceae,palm
5418,VGM,9,close,D69,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,NA,NA,T60,alive,Indeterminate sp.,Indeterminate,indeterminate
5419,VGM,9,close,D70,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,NA,NA,T60,alive,Neomarica sp.,Iridaceae,herb
5420,VGM,9,close,D71,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,NA,NA,T60,alive,Neomarica sp.,Iridaceae,herb
5421,VGM,9,close,D72,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,NA,NA,T66,alive,Neomarica sp.,Iridaceae,herb
5422,VGM,9,close,D74,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,NA,NA,T66,alive,Neomarica sp.,Iridaceae,herb
5423,VGM,9,close,D76,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,NA,NA,T72,T84,Euterpe edulis,Arecaceae,palm
5424,VGM,9,close,D77,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,NA,NA,T72,alive,Ctenanthe lanceolata,Marantaceae,herb
5425,VGM,9,close,D75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,T84,alive,Neomarica sp.,Iridaceae,herb
5426,VGM,9,close,D78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,T84,alive,Indeterminate sp.,Indeterminate,indeterminate
5427,VGM,9,close,H1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Acacia sp.,Fabaceae,tree
5428,VGM,9,close,H2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T24,Merostachys sp.,Poaceae,bamboo
5429,VGM,9,close,H3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,T0,T36,Merostachys sp.,Poaceae,bamboo
5430,VGM,9,close,H4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Piptocarpha sp.,Asteraceae,liana
5431,VGM,9,close,H5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Merostachys sp.,Poaceae,bamboo
5432,VGM,9,close,H6,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,NA,NA,T0,T60,Abarema sp.,Fabaceae,tree
5433,VGM,9,close,H7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T12,Merostachys sp.,Poaceae,bamboo
5434,VGM,9,close,H8,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T24,Euterpe edulis,Arecaceae,palm
5435,VGM,9,close,H9,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,T0,T36,Ocotea sp. 1,Lauraceae,tree
5436,VGM,9,close,H10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Merostachys sp.,Poaceae,bamboo
5437,VGM,9,close,H11,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,NA,NA,T0,T54,Merostachys sp.,Poaceae,bamboo
5438,VGM,9,close,H12,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,NA,T0,T66,Piper sp. 1,Piperaceae,herb
5439,VGM,9,close,H13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Ossaea sp.,Melastomataceae,herb
5440,VGM,9,close,H14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Ossaea sp.,Melastomataceae,herb
5441,VGM,9,close,H15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Ossaea sp.,Melastomataceae,herb
5442,VGM,9,close,H16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Indeterminate sp.,Indeterminate,indeterminate
5443,VGM,9,close,H17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Ossaea sp.,Melastomataceae,herb
5444,VGM,9,close,H18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Neomarica sp.,Iridaceae,herb
5445,VGM,9,close,H19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Neomarica sp.,Iridaceae,herb
5446,VGM,9,close,H22,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,NA,NA,T0,T48,Piper sp. 1,Piperaceae,herb
5447,VGM,9,close,H23,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,NA,NA,T0,T72,Ossaea sp.,Melastomataceae,herb
5448,VGM,9,close,H24,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T18,Indeterminate sp.,Indeterminate,indeterminate
5449,VGM,9,close,H25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Ossaea sp.,Melastomataceae,herb
5450,VGM,9,close,H26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Pterocarpus rohrii,Fabaceae,tree
5451,VGM,9,close,H27,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,T0,T42,Euterpe edulis,Arecaceae,palm
5452,VGM,9,close,H28,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,NA,NA,T0,T48,Piper sp. 1,Piperaceae,herb
5453,VGM,9,close,H29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Ossaea sp.,Melastomataceae,herb
5454,VGM,9,close,H30,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T24,Ctenanthe lanceolata,Marantaceae,herb
5455,VGM,9,close,H31,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,NA,NA,T0,T78,Ossaea sp.,Melastomataceae,herb
5456,VGM,9,close,H32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Ossaea sp.,Melastomataceae,herb
5457,VGM,9,close,H33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Neomarica sp.,Iridaceae,herb
5458,VGM,9,close,H34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Merostachys sp.,Poaceae,bamboo
5459,VGM,9,close,H35,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,NA,NA,T0,T72,Miconia cabussu,Melastomataceae,tree
5460,VGM,9,close,H36,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,T6,T30,Ocotea sp. 1,Lauraceae,tree
5461,VGM,9,close,H37,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T6,T18,Indeterminate sp.,Indeterminate,indeterminate
5462,VGM,9,close,H38,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,NA,NA,T6,T54,Merostachys sp.,Poaceae,bamboo
5463,VGM,9,close,H39,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,NA,NA,T6,T60,Guatteria australis,Annonaceae,tree
5464,VGM,9,close,H40,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T6,T18,Merostachys sp.,Poaceae,bamboo
5465,VGM,9,close,H41,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,T6,T36,Piper sp. 1,Piperaceae,herb
5466,VGM,9,close,H42,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T6,alive,Piptocarpha sp.,Asteraceae,liana
5467,VGM,9,close,H44,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T6,alive,Ctenanthe lanceolata,Marantaceae,herb
5468,VGM,9,close,H45,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,T12,T36,Merostachys sp.,Poaceae,bamboo
5469,VGM,9,close,H46,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,T12,T36,Merostachys sp.,Poaceae,bamboo
5470,VGM,9,close,H47,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T12,alive,Merostachys sp.,Poaceae,bamboo
5471,VGM,9,close,H48,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T12,alive,Merostachys sp.,Poaceae,bamboo
5472,VGM,9,close,H49,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,T12,T30,Euterpe edulis,Arecaceae,palm
5473,VGM,9,close,H50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,T30,T36,Euterpe edulis,Arecaceae,palm
5474,VGM,9,close,H51,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,NA,NA,T36,alive,Ctenanthe lanceolata,Marantaceae,herb
5475,VGM,9,close,H52,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,NA,NA,T36,T54,Indeterminate sp.,Indeterminate,indeterminate
5476,VGM,9,close,H53,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,NA,NA,T42,T72,Sapindaceae sp. 1,Sapindaceae,liana
5477,VGM,9,close,H54,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,NA,NA,T48,alive,Abarema sp.,Fabaceae,tree
5478,VGM,9,close,H55,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,NA,NA,T48,alive,Neomarica sp.,Iridaceae,herb
5479,VGM,9,close,H56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,T60,T66,Indeterminate sp.,Indeterminate,indeterminate
5480,VGM,9,close,H57,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,NA,NA,T60,alive,Merostachys sp.,Poaceae,bamboo
5481,VGM,9,close,H58,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,NA,NA,T60,alive,Neomarica sp.,Iridaceae,herb
5482,VGM,9,close,H59,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,NA,T72,alive,Euterpe edulis,Arecaceae,palm
5483,VGM,9,close,H60,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,NA,T72,alive,Ctenanthe lanceolata,Marantaceae,herb
5484,VGM,9,close,H61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,T78,alive,Merostachys sp.,Poaceae,bamboo
5485,VGM,9,close,H62,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,T78,alive,Miconia sp.,Melastomataceae,indeterminate
5486,VGM,9,close,H63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,T84,alive,Ossaea sp.,Melastomataceae (=H13; H14; H15; H17; H23; H25;H29; H31; H32 da parc. 9 fech),herb
5487,VGM,10,open,A1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,T0,T36,Poaceae sp.,Poaceae,herb
5488,VGM,10,open,A2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T30,Campyloneurum acrocarpon,Polypodiaceae,herb
5489,VGM,10,open,A3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Ctenanthe lanceolata,Marantaceae,herb
5490,VGM,10,open,A4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T24,Poaceae sp.,Poaceae,herb
5491,VGM,10,open,A5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,NA,NA,T0,T48,Guapira opposita,Nyctaginaceae,tree
5492,VGM,10,open,A6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T18,Poaceae sp.,Poaceae,herb
5493,VGM,10,open,A7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T12,Poaceae sp.,Poaceae,herb
5494,VGM,10,open,A8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T18,Poaceae sp.,Poaceae,herb
5495,VGM,10,open,A9,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T30,Guapira opposita,Nyctaginaceae,tree
5496,VGM,10,open,A10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T18,Poaceae sp.,Poaceae,herb
5497,VGM,10,open,A11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T18,Poaceae sp.,Poaceae,herb
5498,VGM,10,open,A12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Ctenanthe lanceolata,Marantaceae,herb
5499,VGM,10,open,A13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Polybotrya cylindrica,Dryopteridaceae,herb
5500,VGM,10,open,A14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T6,T18,Poaceae sp.,Poaceae,herb
5501,VGM,10,open,A15,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,T12,T42,Guapira opposita,Nyctaginaceae,tree
5502,VGM,10,open,A16,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T12,alive,Guapira opposita,Nyctaginaceae,tree
5503,VGM,10,open,A17,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,NA,NA,T18,T48,Euterpe edulis,Arecaceae,palm
5504,VGM,10,open,A18,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,NA,NA,T24,T66,Miconia sp. 4,Melastomataceae,indeterminate
5505,VGM,10,open,A19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,T30,T36,Euterpe edulis,Arecaceae,palm
5506,VGM,10,open,A20,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T12,alive,Campyloneurum acrocarpon,Polypodiaceae,herb
5507,VGM,10,open,A21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,T36,T42,Guapira opposita,Nyctaginaceae,tree
5508,VGM,10,open,A22,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,NA,NA,T42,T78,Indeterminate sp.,Indeterminate,indeterminate
5509,VGM,10,open,A23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,T42,T48,Euterpe edulis,Arecaceae,palm
5510,VGM,10,open,A24,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,NA,NA,T60,alive,Campyloneurum acrocarpon,Polypodiaceae,herb
5511,VGM,10,open,A25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,T66,T72,Indeterminate sp.,Indeterminate,indeterminate
5512,VGM,10,open,A26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,T72,T78,Guapira opposita,Nyctaginaceae,tree
5513,VGM,10,open,A27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,T72,T78,Guapira opposita,Nyctaginaceae,tree
5514,VGM,10,open,A28,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,NA,T72,alive,Polybotrya cylindrica,Dryopteridaceae,herb
5515,VGM,10,open,A29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,T78,alive,Indeterminate sp.,Indeterminate,indeterminate
5516,VGM,10,open,D1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Guapira sp.,Nyctaginaceae,tree
5517,VGM,10,open,D2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T24,Euterpe edulis,Arecaceae,palm
5518,VGM,10,open,D3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T6,Indeterminate sp.,Indeterminate,indeterminate
5519,VGM,10,open,D4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T12,T18,Malpighiaceae sp.,Malpighiaceae,indeterminate
5520,VGM,10,open,D5,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,NA,NA,T12,T54,Poaceae sp.,Poaceae,herb
5521,VGM,10,open,D6,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,NA,NA,T24,T42,Poaceae sp.,Poaceae,herb
5522,VGM,10,open,D7,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T24,alive,Campyloneurum acrocarpon,Polypodiaceae,herb
5523,VGM,10,open,D8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,T30,T36,Poaceae sp.,Poaceae,herb
5524,VGM,10,open,D9,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,NA,NA,T36,alive,Ctenanthe lanceolata,Marantaceae,herb
5525,VGM,10,open,D10,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,NA,NA,T36,T66,Sapindaceae sp. 1,Sapindaceae,liana
5526,VGM,10,open,D11,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,NA,NA,T36,T66,Sapindaceae sp. 1,Sapindaceae,liana
5527,VGM,10,open,D13,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,NA,NA,T36,alive,Polybotrya sp.,Dryopteridaceae,herb
5528,VGM,10,open,D14,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,NA,NA,T48,T72,Indeterminate sp.,Indeterminate,indeterminate
5529,VGM,10,open,D15,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,NA,NA,T48,alive,Ctenanthe lanceolata,Marantaceae,herb
5530,VGM,10,open,D16,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,NA,NA,T60,alive,Indeterminate sp.,Indeterminate,indeterminate
5531,VGM,10,open,D17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,T78,alive,Indeterminate sp.,Indeterminate,indeterminate
5532,VGM,10,open,D18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,T84,alive,Euterpe edulis,Arecaceae,palm
5533,VGM,10,open,H1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Ctenanthe lanceolata,Marantaceae,herb
5534,VGM,10,open,H2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,T0,T42,Smilax sp.,Smilacaceae,liana
5535,VGM,10,open,H3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T6,Euterpe edulis,Arecaceae,palm
